product_name,vendor_name,taxonomy_category,taxonomy_sub_category,product_description
Aileen for Retail,SIRQUL,Customer Operational Platforms,Retail & Ecommerce,"Aileen is an all-in-one retail solution that creates situational geofences, consumer preferences, personalization, and has the ability to guide customers from bedside to aisle or table at a restaurant. It also provides for a touchless approach for consuming goods that enable shoppers to complete transactions without taking out their wallets or standing in line."
X Pro,MUI,"Design, Development & Delivery",Software Design & Development,"MUI X is a collection of advanced React UI components for complex use cases. Use the native integration with Material UI or extend your design system.

Community plan
The community version of MUI X is published under an MIT license and is free forever. This version contains features that we believe are maintainable by contributions from the open-source community.

Pro plan
The Pro version of MUI X expands on the features of the community version with more advanced capabilities such as multi-filtering, multi-sorting, column resizing and column pinning for the data grid; as well as the date range picker component."
CARTO Enterprise,CARTO,Geographic Information Systems (GIS),Cartography/Mapping,CartoDB is the easiest way to create amazing maps with your data. The interface is creating a new standard for user experience in the mapping and data analytics community. This allows us to work with users from diverse backgrounds to create maps. From hobbyists to educators researchers and general business we are enabling a new generation of mappers to work with their data.
Kinetica,KINETICA,Geographic Information Systems (GIS),Cartography/Mapping,Kinetica is a real-time database (Data Accelerator) purpose built for enabling analytics and generative AI on time-series & spatial data.
HCL Commerce,HCL TECHNOLOGIES LIMITED,Customer Operational Platforms,Retail & Ecommerce,"HCL Commerce provides a powerful customer interaction platform for omni-channel commerce. It can be used by companies of all sizes, from small businesses, to large enterprises, and for many different industries. It provides easy-to-use tools for business users to centrally manage a cross-channel strategy. Business users can create and manage precision marketing campaigns, promotions, catalog, and merchandising across all sales channels. HCL Commerce is a single, unified platform that offers the ability to do business directly with consumers (B2C), directly with businesses (B2B)."
ChatAible,AIBLE INC,AI & ML,Development,"Generative AI with Guardrails for Enterprise Analytics.  ChatAible leverages a well-proven explainable AI to automatically ask millions of questions of the data, finds the key insights, and uses Generative AI to summarize and double-check the key insights in a way a business executive could easily consume."
ASG Multi Family Products 122000508,ALLEN SYSTEMS GROUP INC,"Performance, Monitoring & Logging",Monitoring & Logging,"Annual maintenance for Site ID 122000508

ASG-metaCMDB
ASG-metamanager
ASG-Navi-Graph
ASG-NaviPlex
ASG-Safari
ASG-TeVISTA
ASG-TMON
SQL-Analyzer"
ASG-TeVISTA,ALLEN SYSTEMS GROUP INC,"Performance, Monitoring & Logging",Monitoring & Logging,Computer software for for monitoring and troubleshooting distributed network performance and for measuring application performance across the network
Seldon Enterprise Platform,SELDON,AI & ML,Development,"Seldon base license and Machine Learning Models.

Seldon is an open-source platform that facilitates the deployment and management of Machine Learning models at scale. It provides a comprehensive framework that allows data scientists and engineers to seamlessly transition their models from development to production."
Analytics Server Administrator,ORACLE,BI & Data Analytics,Self-Serve Visualization & Ent. Reporting,Oracle Analytics Server Administrator (formerly Oracle Business Server Administrator) Oracle Analytics Server Administrator provides a data modeling tool for administrators and developers to manage the Oracle Analytics Server Enterprise Edition.
HiQPDF,HIQPDF,Enterprise Platforms,Enterprise Content Management (ECM),"HiQPdf software is a complete PDF Library for . NET that helps you to create PDF documents from scratch and add text and images to PDF pages, open and edit external PDF documents, create and fill interactive PDF forms, merge and split PDF documents."
ACROLINX,ACROLINX,Enterprise Platforms,Enterprise Content Management (ECM),"Acrolinx offers live editorial assistance, automation to govern your content across many different repositories, and detailed analytics about your content's quality and performance. With a generative AI infrastructure anchored in Azure AI, Acrolinx guarantees scale, future-readiness, and uncompromising security."
Riverbed,DASHER TECHNOLOGIES,"Performance, Monitoring & Logging",Monitoring & Logging,"Riverbed AppResponse delivers continuous packet capture with real-time and historical application monitoring — letting you observe all network and application interactions as they cross the wire, whether they are encrypted or not"
Flyway,REDGATE SOFTWARE INC,"Design, Development & Delivery",Software Delivery,"From version control to continuous delivery, Flyway helps individuals, teams, and enterprises build on application delivery processes to automate database development."
